EmployeeID,Gender,Age,BusinessTravel,Department,DistanceFromHome (KM),State,Ethnicity,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,EducationLevel,AgeGroup
BBEF-AC35,Female,21,Some Travel,Sales,10,NY,White,Economics,Sales Executive,Divorced,60769,1,No,No,1,1,1,1,Bachelors ,Below_Average
AF04-23EA,Male,32,Some Travel,Technology,39,NY,White,Business Studies,Analytics Manager,Married,253019,0,No,No,1,0,0,0,Bachelors ,Above_Avergae
1A9A-17A3,Female,22,No Travel ,Sales,7,CA,White,Marketing,Sales Executive,Married,46546,1,No,No,1,0,1,1,Masters ,Below_Average
E164-4C29,Female,21,No Travel ,Sales,15,CA,White,Marketing,Sales Executive,Married,76482,1,No,No,1,1,1,0,Masters ,Below_Average
C9F5-9B2C,Male,22,Frequent Traveller,Sales,11,CA,White,Economics,Sales Representative,Married,34432,2,No,No,1,0,0,1,Bachelors ,Below_Average
F852-C94D,Male,21,Some Travel,Sales,43,NY,White,Marketing,Sales Executive,Single,47553,0,No,No,1,1,1,0,Bachelors ,Below_Average
AD81-458F,Male,43,Some Travel,Technology,17,NY,White,Business Studies,Machine Learning Engineer,Married,254834,0,No,No,1,1,1,1,Bachelors ,Above_Avergae
DD00-92BB,Non-Binary,19,Some Travel,Sales,22,CA,White,Marketing,Sales Executive,Single,46813,0,No,No,1,0,0,1,Masters ,Below_Average
3DBF-E552,Male,49,No Travel ,Human Resources,22,NY,White,Human Resources,HR Manager,Married,509261,1,No,No,1,1,1,0,Masters ,Above_Avergae
C14B-814C,Female,50,Frequent Traveller,Sales,26,NY,White,Economics,Sales Executive,Married,214707,1,No,No,1,1,1,1,Masters ,Above_Avergae
1705-0DE5,Female,38,Some Travel,Technology,10,IL,White,Business Studies,Engineering Manager,Married,303360,0,No,Yes,0,0,0,0,Bachelors ,Above_Avergae
0BEE-FC20,Female,49,Some Travel,Sales,43,IL,White,Marketing,Manager,Single,413946,0,No,No,1,1,1,1,Masters ,Above_Avergae
7815-7CAF,Male,21,Some Travel,Technology,40,IL,White,Information Systems,Software Engineer,Single,65642,0,No,No,1,1,1,0,Masters ,Below_Average
9404-5428,Male,20,Some Travel,Technology,14,CA,White,Information Systems,Software Engineer,Married,35355,2,Yes,No,1,0,1,1,Bachelors ,Below_Average
5F99-4E0B,Non-Binary,21,Some Travel,Human Resources,33,NY,White,Economics,HR Executive,Divorced,70809,1,Yes,No,1,0,0,1,High School ,Below_Average
B70F-B17D,Male,37,Some Travel,Technology,11,CA,White,Information Systems,Senior Software Engineer,Single,211375,1,No,No,1,1,1,0,Masters ,Above_Avergae
8CF5-DC74,Female,21,Some Travel,Sales,41,CA,White,Economics,Sales Executive,Divorced,38066,2,No,No,1,0,0,0,High School ,Below_Average
11F9-3526,Female,30,Some Travel,Technology,12,IL,White,Computer Science,Senior Software Engineer,Married,264407,1,No,No,1,1,1,0,High School ,Above_Avergae
054A-0B94,Male,20,No Travel ,Technology,11,IL,White,Computer Science,Data Scientist,Married,26702,2,No,No,1,1,1,0,Bachelors ,Below_Average
3F9D-8094,Male,19,Frequent Traveller,Sales,13,CA,White,Economics,Sales Executive,Single,65960,3,No,No,1,0,1,0,High School ,Below_Average
F33A-9C7F,Female,42,Some Travel,Technology,38,IL,White,Computer Science,Analytics Manager,Married,392379,1,No,No,1,1,1,1,Masters ,Above_Avergae
F991-17F5,Female,28,Some Travel,Technology,43,CA,White,Information Systems,Software Engineer,Married,89527,1,Yes,No,1,1,1,1,Masters ,Below_Average
5F95-70A3,Female,22,Some Travel,Technology,19,NY,White,Information Systems,Software Engineer,Married,60515,2,No,No,1,1,1,1,High School ,Below_Average
3CCD-CF5F,Female,31,Some Travel,Sales,13,CA,White,Marketing,Sales Executive,Married,183057,2,No,No,1,1,1,1,Doctorate,Above_Avergae
D5BA-1C8B,Male,21,Some Travel,Technology,34,NY,White,Computer Science,Machine Learning Engineer,Single,50502,0,Yes,No,1,1,1,0,Masters ,Below_Average
1C86-C072,Female,38,Some Travel,Technology,27,IL,White,Other,Engineering Manager,Married,301332,2,No,No,1,1,1,1,Masters ,Above_Avergae
6064-D1F0,Female,21,Some Travel,Technology,6,CA,White,Information Systems,Software Engineer,Divorced,65743,2,Yes,No,1,0,1,0,Bachelors ,Below_Average
AD0D-E79F,Male,22,Some Travel,Sales,16,CA,White,Marketing,Sales Executive,Married,53220,2,Yes,Yes,0,0,0,0,High School ,Below_Average
0375-2F04,Female,19,No Travel ,Sales,38,IL,White,Technical Degree,Sales Executive,Single,51673,2,No,No,1,0,1,0,Masters ,Below_Average
D8FC-E2F7,Female,22,Some Travel,Sales,10,CA,White,Economics,Sales Representative,Divorced,36980,3,Yes,Yes,0,0,0,0,Bachelors ,Below_Average
5C56-DA86,Male,22,No Travel ,Technology,6,CA,White,Information Systems,Machine Learning Engineer,Single,68302,0,Yes,No,1,1,1,0,High School ,Below_Average
DFDC-286C,Female,22,Some Travel,Technology,13,CA,White,Information Systems,Machine Learning Engineer,Single,64364,0,No,Yes,0,0,0,0,Masters ,Below_Average
7985-EB3D,Male,19,Some Travel,Technology,2,IL,White,Information Systems,Data Scientist,Single,52260,1,No,No,1,1,1,0,High School ,Below_Average
0C54-705D,Female,50,Some Travel,Sales,37,NY,White,Marketing,Manager,Married,291477,0,No,No,1,0,0,1,High School ,Above_Avergae
E529-A8FA,Male,22,Some Travel,Technology,11,CA,White,Information Systems,Software Engineer,Single,22382,0,No,No,1,0,1,1,Masters ,Below_Average
4DE2-9EB3,Non-Binary,22,No Travel ,Technology,7,CA,White,Information Systems,Software Engineer,Married,27782,3,No,No,1,1,1,1,Bachelors ,Below_Average
37DA-C03F,Female,19,No Travel ,Technology,8,CA,White,Computer Science,Software Engineer,Single,54502,1,No,No,1,0,1,1,High School ,Below_Average
A663-B3DF,Female,41,Frequent Traveller,Sales,4,CA,White,Economics,Sales Executive,Divorced,175032,2,No,No,1,0,0,0,Masters ,Above_Avergae
F9D2-5579,Female,21,Frequent Traveller,Technology,17,CA,White,Information Systems,Senior Software Engineer,Married,49516,1,No,No,1,1,1,0,High School ,Below_Average
0C5B-2EF4,Male,20,Some Travel,Technology,35,CA,White,Information Systems,Software Engineer,Single,28506,0,No,No,1,0,1,1,Bachelors ,Below_Average
C509-6E46,Female,19,Some Travel,Technology,10,IL,White,Computer Science,Senior Software Engineer,Single,51802,0,Yes,No,1,1,1,0,Masters ,Below_Average
7AA0-5766,Female,22,Frequent Traveller,Technology,28,CA,White,Computer Science,Data Scientist,Married,63571,1,No,Yes,0,0,0,0,Masters ,Below_Average
8E8F-DDC8,Male,19,Some Travel,Sales,4,IL,White,Marketing,Sales Executive,Single,38726,1,Yes,No,1,0,0,1,Masters ,Below_Average
03D5-622D,Female,21,No Travel ,Sales,43,CA,White,Marketing,Sales Executive,Married,54355,1,Yes,No,1,0,1,1,No Formal Qualifications,Below_Average
C28E-0CC3,Male,19,Some Travel,Technology,6,CA,White,Computer Science,Software Engineer,Single,41539,0,No,No,0,0,0,0,Bachelors ,Below_Average
EB66-D679,Male,20,Some Travel,Sales,8,CA,White,Marketing,Sales Representative,Divorced,27060,1,Yes,Yes,0,0,0,0,Bachelors ,Below_Average
BEBB-3E92,Male,24,Frequent Traveller,Human Resources,17,CA,White,Human Resources,HR Executive,Single,93008,0,Yes,No,0,0,0,0,Doctorate,Below_Average
E911-EAF3,Female,24,Some Travel,Technology,25,NY,White,Information Systems,Data Scientist,Divorced,26973,3,No,No,0,0,0,0,No Formal Qualifications,Below_Average
0602-02AB,Female,35,Some Travel,Sales,36,CA,White,Marketing,Manager,Married,487746,1,No,No,0,0,0,0,High School ,Above_Avergae
860E-0FA9,Female,18,Frequent Traveller,Technology,34,NY,White,Information Systems,Software Engineer,Single,54085,1,Yes,No,0,0,0,0,Masters ,Below_Average
7A98-768E,Female,18,Some Travel,Sales,20,CA,White,Technical Degree,Sales Executive,Single,58523,0,No,Yes,0,0,0,0,Bachelors ,Below_Average
A5CD-8AB8,Female,18,Some Travel,Technology,32,CA,White,Information Systems,Software Engineer,Single,24906,0,No,No,0,0,0,0,Masters ,Below_Average
4268-9EAD,Male,24,Some Travel,Technology,9,NY,White,Information Systems,Machine Learning Engineer,Single,108352,0,Yes,No,0,0,0,0,Bachelors ,Below_Average
B324-A703,Female,19,Some Travel,Technology,14,CA,White,Computer Science,Software Engineer,Single,36554,0,No,No,0,0,0,0,Bachelors ,Below_Average
A12D-DAF8,Female,18,Some Travel,Sales,43,CA,White,Economics,Sales Executive,Single,41708,0,No,No,0,0,0,0,Masters ,Below_Average
135D-DF79,Male,18,Frequent Traveller,Sales,41,CA,White,Marketing,Sales Executive,Single,72639,2,No,No,0,0,0,0,Masters ,Below_Average
078A-E0F5,Male,18,Some Travel,Sales,18,CA,White,Marketing,Sales Executive,Single,52198,0,No,No,0,0,0,0,Masters ,Below_Average
401F-CC71,Male,31,Some Travel,Sales,36,NY,White,Marketing,Sales Executive,Single,139882,0,No,No,0,0,0,0,Bachelors ,Above_Avergae
141B-D354,Prefer Not To Say,21,Some Travel,Technology,43,NY,White,Computer Science,Software Engineer,Single,33306,0,No,No,0,0,0,0,Bachelors ,Below_Average
2EC6-E2E0,Female,36,Frequent Traveller,Technology,29,CA,White,Information Systems,Software Engineer,Single,144071,1,No,No,0,0,0,0,Bachelors ,Above_Avergae
9F17-01F4,Male,21,Some Travel,Technology,30,CA,White,Computer Science,Software Engineer,Single,38906,0,No,No,0,0,0,0,Bachelors ,Below_Average
93FF-A33D,Male,23,Some Travel,Technology,28,NY,White,Information Systems,Machine Learning Engineer,Single,83064,3,No,No,0,0,0,0,Bachelors ,Below_Average
FD1A-92C2,Female,35,Some Travel,Sales,21,CA,White,Marketing,Sales Executive,Single,225565,1,No,No,0,0,0,0,Masters ,Above_Avergae
A687-74F8,Male,19,Some Travel,Technology,7,NY,White,Business Studies,Software Engineer,Single,29266,1,No,No,0,0,0,0,Masters ,Below_Average
ECDA-E9F0,Male,21,No Travel ,Technology,20,CA,White,Business Studies,Machine Learning Engineer,Married,55170,1,No,No,0,0,0,0,No Formal Qualifications,Below_Average
22C9-83A6,Non-Binary,20,Frequent Traveller,Technology,16,CA,White,Information Systems,Software Engineer,Married,38717,1,No,No,0,0,0,0,Bachelors ,Below_Average
F469-0427,Female,19,Frequent Traveller,Human Resources,31,NY,White,Marketing,Recruiter,Single,36832,1,Yes,Yes,0,0,0,0,Masters ,Below_Average
3051-927B,Female,39,Some Travel,Human Resources,28,NY,White,Human Resources,HR Business Partner,Single,443218,1,No,No,0,0,0,0,Bachelors ,Above_Avergae
1EA5-85A8,Male,21,Some Travel,Technology,18,NY,White,Information Systems,Machine Learning Engineer,Married,71821,0,No,No,0,0,0,0,High School ,Below_Average
E861-52CB,Male,26,Some Travel,Technology,37,CA,White,Information Systems,Analytics Manager,Single,192073,1,No,No,0,0,0,0,Bachelors ,Below_Average
91C3-F892,Male,21,Some Travel,Technology,24,CA,White,Information Systems,Data Scientist,Married,34024,2,No,No,0,0,0,0,High School ,Below_Average
B6B9-E5BE,Male,21,No Travel ,Technology,20,CA,White,Information Systems,Data Scientist,Single,21454,0,No,No,0,0,0,0,Bachelors ,Below_Average
5C28-D944,Male,18,Some Travel,Technology,21,CA,White,Computer Science,Software Engineer,Married,42946,0,No,No,0,0,0,0,Bachelors ,Below_Average
E8B6-8BAE,Male,29,Some Travel,Sales,18,IL,White,Economics,Sales Executive,Single,225330,0,No,Yes,0,0,0,0,High School ,Above_Avergae
3A0A-B70A,Male,18,No Travel ,Technology,4,CA,White,Information Systems,Software Engineer,Single,32191,1,No,No,0,0,0,0,Bachelors ,Below_Average
812D-7475,Male,20,Some Travel,Technology,29,CA,White,Computer Science,Data Scientist,Married,20526,1,No,No,0,0,0,0,No Formal Qualifications,Below_Average
38D7-6BB9,Male,49,Frequent Traveller,Technology,43,CA,White,Computer Science,Analytics Manager,Divorced,368010,1,No,No,0,0,0,0,Bachelors ,Above_Avergae
28CA-379D,Female,19,Some Travel,Sales,9,CA,White,Marketing,Sales Representative,Single,21506,2,No,No,0,0,0,0,Bachelors ,Below_Average
7A23-F185,Male,21,No Travel ,Sales,22,CA,White,Marketing,Sales Executive,Divorced,62828,1,Yes,No,0,0,0,0,Bachelors ,Below_Average
598D-E3B4,Male,19,No Travel ,Technology,9,CA,White,Information Systems,Software Engineer,Single,29798,0,Yes,Yes,0,0,0,0,Bachelors ,Below_Average
64C2-2806,Male,18,Some Travel,Technology,35,CA,White,Other,Data Scientist,Single,36353,0,No,No,0,0,0,0,Doctorate,Below_Average
6BC3-7371,Female,18,No Travel ,Sales,34,IL,White,Marketing,Sales Executive,Single,49100,0,No,No,0,0,0,0,Bachelors ,Below_Average
46E1-5086,Non-Binary,18,Some Travel,Sales,4,NY,White,Marketing,Sales Executive,Single,74515,3,Yes,No,0,0,0,0,Masters ,Below_Average
4626-5168,Male,18,Some Travel,Sales,37,CA,White,Marketing,Sales Representative,Single,32480,0,No,No,0,0,0,0,Masters ,Below_Average
AA6C-B0D6,Male,25,Some Travel,Sales,15,NY,White,Marketing,Sales Executive,Married,118961,1,No,No,0,0,0,0,No Formal Qualifications,Below_Average
EFF6-9543,Male,21,Some Travel,Technology,36,CA,White,Computer Science,Software Engineer,Single,36431,0,No,No,0,0,0,0,High School ,Below_Average
56D1-790E,Male,39,Frequent Traveller,Technology,29,NY,White,Other,Engineering Manager,Divorced,273739,3,Yes,No,0,0,0,0,Bachelors ,Above_Avergae
531D-788E,Male,21,Frequent Traveller,Technology,16,CA,White,Computer Science,Data Scientist,Single,42569,0,No,Yes,0,0,0,0,High School ,Below_Average
1480-131D,Female,21,Frequent Traveller,Sales,9,CA,White,Marketing,Sales Representative,Divorced,35770,1,No,No,0,0,0,0,Bachelors ,Below_Average
8700-828F,Male,21,Some Travel,Technology,42,NY,White,Computer Science,Software Engineer,Divorced,34257,3,No,No,0,0,0,0,Bachelors ,Below_Average
9C71-61AE,Male,18,Some Travel,Technology,32,NY,White,Computer Science,Machine Learning Engineer,Single,50660,1,Yes,Yes,0,0,0,0,No Formal Qualifications,Below_Average
B77D-2FBD,Female,24,Some Travel,Sales,11,CA,White,Technical Degree,Sales Executive,Single,58923,0,No,No,0,0,0,0,Bachelors ,Below_Average
5A8A-1547,Non-Binary,19,Frequent Traveller,Technology,15,CA,White,Business Studies,Software Engineer,Single,77905,0,No,No,0,0,0,0,Masters ,Below_Average
7CFC-C4DA,Male,21,Some Travel,Technology,44,CA,White,Other,Data Scientist,Single,32676,0,Yes,Yes,0,0,0,0,High School ,Below_Average
A409-0113,Male,27,Some Travel,Human Resources,4,CA,White,Marketing,HR Business Partner,Single,219195,1,Yes,No,0,0,0,0,Bachelors ,Below_Average
543B-0EE5,Male,20,Some Travel,Technology,39,NY,White,Other,Software Engineer,Married,20418,0,No,No,0,0,0,0,Bachelors ,Below_Average
4795-4D3F,Male,20,Some Travel,Technology,18,CA,White,Computer Science,Data Scientist,Married,28544,1,Yes,No,0,0,0,0,Masters ,Below_Average
BE54-B2AF,Female,20,Frequent Traveller,Technology,45,CA,White,Computer Science,Machine Learning Engineer,Married,46714,1,No,No,0,0,0,0,No Formal Qualifications,Below_Average
2114-EC1F,Male,32,Some Travel,Sales,21,NY,White,Marketing,Sales Executive,Married,106476,2,No,No,0,0,0,0,Masters ,Above_Avergae
CA98-86ED,Female,34,Frequent Traveller,Technology,1,CA,White,Information Systems,Machine Learning Engineer,Single,178472,0,Yes,No,0,0,0,0,No Formal Qualifications,Above_Avergae
5DBA-93C9,Prefer Not To Say,21,Some Travel,Technology,26,CA,White,Computer Science,Data Scientist,Married,21202,1,No,No,0,0,0,0,Masters ,Below_Average
C3C0-349E,Male,45,Some Travel,Sales,22,CA,White,Marketing,Sales Executive,Married,270302,0,No,Yes,0,0,0,0,Masters ,Above_Avergae
CAA0-3971,Male,22,Some Travel,Sales,31,NY,White,Marketing,Sales Executive,Single,51582,0,No,No,0,0,0,0,No Formal Qualifications,Below_Average
32F1-6903,Female,18,Frequent Traveller,Technology,10,IL,White,Computer Science,Software Engineer,Single,26960,3,No,No,0,0,0,0,Bachelors ,Below_Average
D186-CBF5,Female,19,Some Travel,Sales,21,NY,White,Marketing,Sales Representative,Single,33454,0,Yes,Yes,0,0,0,0,Bachelors ,Below_Average
E681-7B57,Male,18,Frequent Traveller,Technology,26,CA,White,Information Systems,Data Scientist,Single,31532,0,No,Yes,0,0,0,0,High School ,Below_Average
14CF-051D,Male,19,Some Travel,Human Resources,18,NY,White,Economics,Recruiter,Single,20778,0,No,No,0,0,0,0,Masters ,Below_Average
6576-8773,Male,33,Frequent Traveller,Technology,24,NY,White,Computer Science,Machine Learning Engineer,Divorced,283171,1,No,No,0,0,0,0,Masters ,Above_Avergae
ECD4-3FF7,Male,19,Some Travel,Technology,15,CA,White,Computer Science,Data Scientist,Single,58408,1,Yes,No,0,0,0,0,Bachelors ,Below_Average
B727-FCF9,Female,27,Some Travel,Technology,36,CA,White,Information Systems,Engineering Manager,Married,227477,0,No,No,0,0,0,0,Bachelors ,Below_Average
26A0-5791,Male,21,Some Travel,Sales,19,NY,White,Marketing,Sales Representative,Married,22696,1,Yes,No,0,0,0,0,Masters ,Below_Average
CF4C-5525,Female,20,Some Travel,Technology,10,NY,White,Computer Science,Software Engineer,Married,32077,1,No,No,0,0,0,0,Doctorate,Below_Average
F749-A0E8,Female,19,Some Travel,Technology,26,CA,White,Information Systems,Software Engineer,Single,66119,0,No,No,0,0,0,0,Masters ,Below_Average
422B-53AC,Non-Binary,29,Some Travel,Sales,29,CA,White,Marketing,Sales Executive,Single,134537,0,Yes,No,0,0,0,0,High School ,Above_Avergae
AAD3-BCC1,Prefer Not To Say,18,Some Travel,Sales,9,IL,White,Economics,Sales Executive,Single,74515,0,No,No,0,0,0,0,Bachelors ,Below_Average
F245-F338,Female,18,Frequent Traveller,Sales,26,CA,White,Economics,Sales Executive,Single,62054,2,No,No,0,0,0,0,Bachelors ,Below_Average
921D-AE10,Female,46,No Travel ,Sales,24,CA,White,Economics,Sales Executive,Single,236103,0,No,No,0,0,0,0,Masters ,Above_Avergae
6280-B47F,Male,25,Frequent Traveller,Technology,39,NY,White,Computer Science,Software Engineer,Single,26545,1,Yes,Yes,0,0,0,0,Masters ,Below_Average
00E4-3D60,Female,30,Frequent Traveller,Technology,37,CA,White,Business Studies,Data Scientist,Single,109778,0,No,Yes,0,0,0,0,No Formal Qualifications,Above_Avergae
E368-3CF3,Male,18,Some Travel,Sales,9,IL,White,Marketing,Sales Representative,Single,61582,0,No,No,0,0,0,0,Masters ,Below_Average
7B84-8387,Male,20,Some Travel,Technology,4,CA,White,Information Systems,Data Scientist,Single,34954,0,No,No,0,0,0,0,Masters ,Below_Average
D380-A175,Male,18,Frequent Traveller,Sales,21,NY,White,Marketing,Sales Representative,Single,22889,1,No,No,0,0,0,0,Masters ,Below_Average
078D-B654,Male,24,Some Travel,Technology,1,CA,White,Computer Science,Senior Software Engineer,Single,113262,0,No,No,0,0,0,0,Masters ,Below_Average
F1A4-58F5,Male,19,Some Travel,Technology,21,CA,White,Computer Science,Senior Software Engineer,Single,71551,1,Yes,No,0,0,0,0,No Formal Qualifications,Below_Average
D6AB-ED90,Female,20,No Travel ,Technology,12,CA,White,Information Systems,Software Engineer,Single,29329,0,No,No,0,0,0,0,Bachelors ,Below_Average
0D92-C1D0,Female,26,Some Travel,Technology,43,IL,White,Other,Machine Learning Engineer,Single,125232,1,No,No,0,0,0,0,Bachelors ,Below_Average
A3AE-B510,Male,31,Some Travel,Technology,28,CA,White,Information Systems,Engineering Manager,Single,353335,1,Yes,No,0,0,0,0,Masters ,Above_Avergae
C1BA-AB7C,Male,27,Some Travel,Technology,19,IL,White,Business Studies,Engineering Manager,Married,118176,1,No,No,0,0,0,0,Masters ,Below_Average
FBAF-649F,Female,19,Some Travel,Technology,33,NY,White,Information Systems,Machine Learning Engineer,Single,53571,0,Yes,No,0,0,0,0,Bachelors ,Below_Average
F45B-1442,Male,29,Some Travel,Human Resources,41,NY,White,Human Resources,HR Executive,Married,142773,0,Yes,No,0,0,0,0,Bachelors ,Above_Avergae
DB6C-3B2F,Female,19,Some Travel,Technology,43,CA,White,Information Systems,Data Scientist,Single,49006,1,No,Yes,0,0,0,0,Bachelors ,Below_Average
DC50-0336,Female,31,No Travel ,Technology,38,CA,White,Information Systems,Machine Learning Engineer,Single,272255,1,No,No,0,0,0,0,High School ,Above_Avergae
D051-2C2D,Non-Binary,20,Some Travel,Sales,43,CA,White,Marketing,Sales Executive,Married,39145,1,No,No,0,0,0,0,Doctorate,Below_Average
FC2A-4F21,Male,32,Some Travel,Sales,14,CA,White,Economics,Sales Executive,Married,173656,2,No,No,0,0,0,0,Bachelors ,Above_Avergae
4044-F6D4,Male,40,Some Travel,Technology,33,CA,White,Business Studies,Senior Software Engineer,Single,271683,1,Yes,No,0,0,0,0,Bachelors ,Above_Avergae
380E-44B4,Male,21,Some Travel,Technology,19,IL,White,Computer Science,Data Scientist,Single,25255,0,No,Yes,0,0,0,0,Masters ,Below_Average
D8E6-5593,Non-Binary,19,Some Travel,Sales,38,CA,White,Marketing,Sales Representative,Single,51132,0,Yes,No,0,0,0,0,Masters ,Below_Average
